basin,date,year,daily_basin_avg_in,daily_max_bin_in
Cibolo-Dry Comal,2008-03-27,2008,0,0
Cibolo-Dry Comal,2008-03-28,2008,0,0
Cibolo-Dry Comal,2008-03-29,2008,0.0015314452592040699,0.031496
Cibolo-Dry Comal,2008-03-30,2008,0.0018600487069526147,0.019685
Cibolo-Dry Comal,2008-03-31,2008,0.00624875384440254,0.051181000000000004
Cibolo-Dry Comal,2008-04-01,2008,0.003516427571467057,0.031496
Cibolo-Dry Comal,2008-04-02,2008,0,0
Cibolo-Dry Comal,2008-04-03,2008,0,0
Cibolo-Dry Comal,2008-04-04,2008,0,0
Cibolo-Dry Comal,2008-04-05,2008,0.00509345979987059,0.051181000000000004
Cibolo-Dry Comal,2008-04-06,2008,0,0
Cibolo-Dry Comal,2008-04-07,2008,0,0
Cibolo-Dry Comal,2008-04-08,2008,0,0
Cibolo-Dry Comal,2008-04-09,2008,0,0
Cibolo-Dry Comal,2008-04-10,2008,0.07136297710657633,0.15748
Cibolo-Dry Comal,2008-04-11,2008,0.0080972903236127,0.059055
Cibolo-Dry Comal,2008-04-12,2008,0,0
Cibolo-Dry Comal,2008-04-13,2008,0,0
Cibolo-Dry Comal,2008-04-14,2008,0,0
Cibolo-Dry Comal,2008-04-15,2008,0,0
Cibolo-Dry Comal,2008-04-16,2008,0,0
Cibolo-Dry Comal,2008-04-17,2008,0,0
Cibolo-Dry Comal,2008-04-18,2008,0.7525361463955531,1.0551160000000002
Cibolo-Dry Comal,2008-04-19,2008,0,0
Cibolo-Dry Comal,2008-04-20,2008,0,0
Cibolo-Dry Comal,2008-04-21,2008,0,0
Cibolo-Dry Comal,2008-04-22,2008,4.350260297337647e-4,0.019685
Cibolo-Dry Comal,2008-04-23,2008,0,0
Cibolo-Dry Comal,2008-04-24,2008,3.1995700014944724e-4,0.015748
Cibolo-Dry Comal,2008-04-25,2008,0,0
Cibolo-Dry Comal,2008-04-26,2008,0.1765740702704746,0.704723
Cibolo-Dry Comal,2008-04-27,2008,0,0
Cibolo-Dry Comal,2008-04-28,2008,0.01249188376362814,0.255905
Cibolo-Dry Comal,2008-04-29,2008,0,0
Cibolo-Dry Comal,2008-04-30,2008,0,0
Cibolo-Dry Comal,2008-05-01,2008,0.006949272346966067,0.114173
Cibolo-Dry Comal,2008-05-02,2008,0,0
Cibolo-Dry Comal,2008-05-03,2008,0,0
Cibolo-Dry Comal,2008-05-04,2008,0,0
Cibolo-Dry Comal,2008-05-05,2008,0.08649994591893408,0.216535
Cibolo-Dry Comal,2008-05-06,2008,0.09163366899127912,0.35433000000000003
Cibolo-Dry Comal,2008-05-07,2008,0.0010867748503199381,0.015748
Cibolo-Dry Comal,2008-05-08,2008,2.2403385709089893e-4,0.011811
Cibolo-Dry Comal,2008-05-09,2008,0,0
Cibolo-Dry Comal,2008-05-10,2008,0,0
Cibolo-Dry Comal,2008-05-11,2008,1.6360560517744574e-4,0.011811
Cibolo-Dry Comal,2008-05-12,2008,0,0
Cibolo-Dry Comal,2008-05-13,2008,2.1876293902934878e-4,0.011811
Cibolo-Dry Comal,2008-05-14,2008,0.6605327670818694,1.393698
Cibolo-Dry Comal,2008-05-15,2008,0.33116877645813064,0.940943
Cibolo-Dry Comal,2008-05-16,2008,0.05725780681983079,0.18110199999999999
Cibolo-Dry Comal,2008-05-17,2008,0,0
Cibolo-Dry Comal,2008-05-18,2008,0.026379092480169,0.318897
Cibolo-Dry Comal,2008-05-19,2008,0,0
Cibolo-Dry Comal,2008-05-20,2008,0,0
Cibolo-Dry Comal,2008-05-21,2008,0,0
Cibolo-Dry Comal,2008-05-22,2008,0.0195148012807572,0.259842
Cibolo-Dry Comal,2008-05-23,2008,0,0
Cibolo-Dry Comal,2008-05-24,2008,0,0
Cibolo-Dry Comal,2008-05-25,2008,0,0
Cibolo-Dry Comal,2008-05-26,2008,0.004431067246157957,0.055118
Cibolo-Dry Comal,2008-05-27,2008,0.020294328284475263,0.19291300000000003
Cibolo-Dry Comal,2008-05-28,2008,0,0
Cibolo-Dry Comal,2008-05-29,2008,0,0
Cibolo-Dry Comal,2008-05-30,2008,0,0
Cibolo-Dry Comal,2008-05-31,2008,0,0
Cibolo-Dry Comal,2008-06-01,2008,0,0
Cibolo-Dry Comal,2008-06-02,2008,0,0
Cibolo-Dry Comal,2008-06-03,2008,0,0
Cibolo-Dry Comal,2008-06-04,2008,0,0
Cibolo-Dry Comal,2008-06-05,2008,0,0
Cibolo-Dry Comal,2008-06-06,2008,0,0
Cibolo-Dry Comal,2008-06-07,2008,0.008125882976499934,0.094488
Cibolo-Dry Comal,2008-06-08,2008,0.009971584641233825,0.114173
Cibolo-Dry Comal,2008-06-09,2008,2.2820771697496127e-4,0.011811
Cibolo-Dry Comal,2008-06-10,2008,0,0
Cibolo-Dry Comal,2008-06-11,2008,0,0
Cibolo-Dry Comal,2008-06-12,2008,0,0
Cibolo-Dry Comal,2008-06-13,2008,0,0
Cibolo-Dry Comal,2008-06-14,2008,0,0
Cibolo-Dry Comal,2008-06-15,2008,0,0
Cibolo-Dry Comal,2008-06-16,2008,0,0
Cibolo-Dry Comal,2008-06-17,2008,0,0
Cibolo-Dry Comal,2008-06-18,2008,4.1888051006026817e-4,0.035433000000000006
Cibolo-Dry Comal,2008-06-19,2008,0,0
Cibolo-Dry Comal,2008-06-20,2008,0.006632944622792829,0.043307000000000005
Cibolo-Dry Comal,2008-06-21,2008,0.053301287669668594,0.208661
Cibolo-Dry Comal,2008-06-22,2008,0.20023744311623082,0.807085
Cibolo-Dry Comal,2008-06-23,2008,0.004627835501972676,0.03937
Cibolo-Dry Comal,2008-06-24,2008,0.0025476163033266476,0.023622
Cibolo-Dry Comal,2008-06-25,2008,0,0
Cibolo-Dry Comal,2008-06-26,2008,9.699986651886633e-5,0.003937
Cibolo-Dry Comal,2008-06-27,2008,1.0597888970192506e-4,0.003937
Cibolo-Dry Comal,2008-06-28,2008,0,0
Cibolo-Dry Comal,2008-06-29,2008,0,0
Cibolo-Dry Comal,2008-06-30,2008,0.023836164783225613,0.11811
Cibolo-Dry Comal,2008-07-01,2008,0.04344137225789254,0.5157470000000001
Cibolo-Dry Comal,2008-07-02,2008,0.33422765866530707,1.4606270000000001
Cibolo-Dry Comal,2008-07-03,2008,0.0572925749859418,0.507873
Cibolo-Dry Comal,2008-07-04,2008,0.05765266359862618,0.334645
Cibolo-Dry Comal,2008-07-05,2008,0.04750502074154852,0.228346
Cibolo-Dry Comal,2008-07-06,2008,0.02364180739971188,0.240157
Cibolo-Dry Comal,2008-07-07,2008,0.010776750777915381,0.169291
Cibolo-Dry Comal,2008-07-08,2008,0.2701907540849381,0.66929
Cibolo-Dry Comal,2008-07-09,2008,0.4665620789871577,1.862201
Cibolo-Dry Comal,2008-07-10,2008,0.0038502337055691463,0.043307000000000005
Cibolo-Dry Comal,2008-07-11,2008,0,0
Cibolo-Dry Comal,2008-07-12,2008,0,0
Cibolo-Dry Comal,2008-07-13,2008,0,0
Cibolo-Dry Comal,2008-07-14,2008,0,0
Cibolo-Dry Comal,2008-07-15,2008,0.005737896094557199,0.074803
Cibolo-Dry Comal,2008-07-16,2008,0.003184765214030982,0.055118
Cibolo-Dry Comal,2008-07-17,2008,0.0015864231515580042,0.019685
Cibolo-Dry Comal,2008-07-18,2008,4.392481738656828e-5,0.003937
Cibolo-Dry Comal,2008-07-19,2008,0.0015390270590593445,0.043307000000000005
Cibolo-Dry Comal,2008-07-20,2008,0.0035344860402809594,0.062992
Cibolo-Dry Comal,2008-07-21,2008,0,0
Cibolo-Dry Comal,2008-07-22,2008,0,0
Cibolo-Dry Comal,2008-07-23,2008,9.43377496829842e-4,0.031496
Cibolo-Dry Comal,2008-07-24,2008,0.13376615291208624,0.370078
Cibolo-Dry Comal,2008-07-25,2008,1.8677299377808882,3.350387
Cibolo-Dry Comal,2008-07-26,2008,2.2522872000766152e-4,0.019685
Cibolo-Dry Comal,2008-07-27,2008,0,0
Cibolo-Dry Comal,2008-07-28,2008,0,0
Cibolo-Dry Comal,2008-07-29,2008,0,0
Cibolo-Dry Comal,2008-07-30,2008,0,0
Cibolo-Dry Comal,2008-07-31,2008,0,0
Cibolo-Dry Comal,2008-08-01,2008,0,0
Cibolo-Dry Comal,2008-08-02,2008,0,0
Cibolo-Dry Comal,2008-08-03,2008,0,0
Cibolo-Dry Comal,2008-08-04,2008,0.005814496996477293,0.055118
Cibolo-Dry Comal,2008-08-05,2008,0,0
Cibolo-Dry Comal,2008-08-06,2008,0.058954408451224856,0.5433060000000001
Cibolo-Dry Comal,2008-08-07,2008,6.458905304396964e-5,0.003937
Cibolo-Dry Comal,2008-08-08,2008,0.002354317043765403,0.055118
Cibolo-Dry Comal,2008-08-09,2008,0,0
Cibolo-Dry Comal,2008-08-10,2008,0,0
Cibolo-Dry Comal,2008-08-11,2008,0,0
Cibolo-Dry Comal,2008-08-12,2008,0.09883961877262168,0.49212500000000003
Cibolo-Dry Comal,2008-08-13,2008,0.690933505318948,1.1811
Cibolo-Dry Comal,2008-08-14,2008,0,0
Cibolo-Dry Comal,2008-08-15,2008,1.2031590419800736e-4,0.011811
Cibolo-Dry Comal,2008-08-16,2008,0.032477310811378717,0.248031
Cibolo-Dry Comal,2008-08-17,2008,0.18490488421423976,0.881888
Cibolo-Dry Comal,2008-08-18,2008,0.02904203010358118,0.251968
Cibolo-Dry Comal,2008-08-19,2008,0.9100121705468858,2.4409400000000003
Cibolo-Dry Comal,2008-08-20,2008,0.25176122337694884,0.8622029999999999
Cibolo-Dry Comal,2008-08-21,2008,8.50315579921043e-5,0.015748
Cibolo-Dry Comal,2008-08-22,2008,0.0010363994741348392,0.031496
Cibolo-Dry Comal,2008-08-23,2008,0.13684588470953485,0.5826760000000001
Cibolo-Dry Comal,2008-08-24,2008,0.23627421687645545,1.429131
Cibolo-Dry Comal,2008-08-25,2008,0.1413158062083949,1.3976350000000002
Cibolo-Dry Comal,2008-08-26,2008,0.04387216146124026,0.9094470000000001
Cibolo-Dry Comal,2008-08-27,2008,0.05588918679822557,0.9881870000000001
Cibolo-Dry Comal,2008-08-28,2008,0.10256990037962127,0.838581
Cibolo-Dry Comal,2008-08-29,2008,0.04483449857769293,0.6259830000000001
Cibolo-Dry Comal,2008-08-30,2008,3.918489944817398e-6,0.003937
Cibolo-Dry Comal,2008-08-31,2008,0.004502807078270432,0.216535
Cibolo-Dry Comal,2008-09-01,2008,0,0
Cibolo-Dry Comal,2008-09-02,2008,0,0
Cibolo-Dry Comal,2008-09-03,2008,0,0
Cibolo-Dry Comal,2008-09-04,2008,0,0
Cibolo-Dry Comal,2008-09-05,2008,0,0
Cibolo-Dry Comal,2008-09-06,2008,0,0
Cibolo-Dry Comal,2008-09-07,2008,0,0
Cibolo-Dry Comal,2008-09-08,2008,0.11797818951804294,0.6732270000000001
Cibolo-Dry Comal,2008-09-09,2008,0.0022494486880405328,0.023622
Cibolo-Dry Comal,2008-09-10,2008,0.16702253611350704,0.9685020000000001
Cibolo-Dry Comal,2008-09-11,2008,0,0
Cibolo-Dry Comal,2008-09-12,2008,0,0
Cibolo-Dry Comal,2008-09-13,2008,0,0
Cibolo-Dry Comal,2008-09-14,2008,0.11925005843735743,0.358267
Cibolo-Dry Comal,2008-09-15,2008,0.004771904284662768,0.23622
Cibolo-Dry Comal,2008-09-16,2008,0,0
Cibolo-Dry Comal,2008-09-17,2008,0,0
Cibolo-Dry Comal,2008-09-18,2008,0.06682028668848058,0.267716
Cibolo-Dry Comal,2008-09-19,2008,0,0
Cibolo-Dry Comal,2008-09-20,2008,0,0
Cibolo-Dry Comal,2008-09-21,2008,0,0
Cibolo-Dry Comal,2008-09-22,2008,0,0
Cibolo-Dry Comal,2008-09-23,2008,0.027188296839963405,0.43700700000000003
Cibolo-Dry Comal,2008-09-24,2008,0.08055272591401584,0.763778
Cibolo-Dry Comal,2008-09-25,2008,0.03862508758891918,0.267716
Cibolo-Dry Comal,2008-09-26,2008,0,0
Cibolo-Dry Comal,2008-09-27,2008,0,0
Cibolo-Dry Comal,2008-09-28,2008,0,0
Cibolo-Dry Comal,2008-09-29,2008,0,0
Cibolo-Dry Comal,2008-09-30,2008,0,0
Cibolo-Dry Comal,2008-10-01,2008,0,0
Cibolo-Dry Comal,2008-10-02,2008,0,0
Cibolo-Dry Comal,2008-10-03,2008,0,0
Cibolo-Dry Comal,2008-10-04,2008,0,0
Cibolo-Dry Comal,2008-10-05,2008,0,0
Cibolo-Dry Comal,2008-10-06,2008,2.785785503373268e-6,0.003937
Cibolo-Dry Comal,2008-10-07,2008,0.07776180155839567,0.228346
Cibolo-Dry Comal,2008-10-08,2008,0,0
Cibolo-Dry Comal,2008-10-09,2008,0,0
Cibolo-Dry Comal,2008-10-10,2008,0,0
Cibolo-Dry Comal,2008-10-11,2008,0,0
Cibolo-Dry Comal,2008-10-12,2008,0,0
Cibolo-Dry Comal,2008-10-13,2008,0,0
Cibolo-Dry Comal,2008-10-14,2008,0.09401454690674063,0.586613
Cibolo-Dry Comal,2008-10-15,2008,0.06686023594391903,0.59055
Cibolo-Dry Comal,2008-10-16,2008,0.5778321829990307,2.24409
Cibolo-Dry Comal,2008-10-17,2008,0,0
Cibolo-Dry Comal,2008-10-18,2008,0,0
Cibolo-Dry Comal,2008-10-19,2008,0,0
Cibolo-Dry Comal,2008-10-20,2008,0,0
Cibolo-Dry Comal,2008-10-21,2008,0,0
Cibolo-Dry Comal,2008-10-22,2008,0,0
Cibolo-Dry Comal,2008-10-23,2008,0.001457190997050413,0.023622
Cibolo-Dry Comal,2008-10-24,2008,0,0
Cibolo-Dry Comal,2008-10-25,2008,0,0
Cibolo-Dry Comal,2008-10-26,2008,0,0
Cibolo-Dry Comal,2008-10-27,2008,0,0
Cibolo-Dry Comal,2008-10-28,2008,0,0
Cibolo-Dry Comal,2008-10-29,2008,0,0
Cibolo-Dry Comal,2008-10-30,2008,0,0
Cibolo-Dry Comal,2008-10-31,2008,0,0
Cibolo-Dry Comal,2008-11-01,2008,0,0
Cibolo-Dry Comal,2008-11-04,2008,0,0
Cibolo-Dry Comal,2008-11-05,2008,0,0
Cibolo-Dry Comal,2008-11-06,2008,0.009497318431112296,0.043307000000000005
Cibolo-Dry Comal,2008-11-07,2008,0,0
Cibolo-Dry Comal,2008-11-08,2008,0,0
Cibolo-Dry Comal,2008-11-09,2008,0,0
Cibolo-Dry Comal,2008-11-10,2008,0.00886149714918092,0.08267700000000001
Cibolo-Dry Comal,2008-11-11,2008,0.011434624302859596,0.08267700000000001
Cibolo-Dry Comal,2008-11-12,2008,0.003868414502917833,0.08267700000000001
Cibolo-Dry Comal,2008-11-13,2008,0.003720870684254207,0.031496
Cibolo-Dry Comal,2008-11-14,2008,0,0
Cibolo-Dry Comal,2008-11-15,2008,0,0
Cibolo-Dry Comal,2008-11-16,2008,0,0
Cibolo-Dry Comal,2008-11-17,2008,0,0
Cibolo-Dry Comal,2008-11-18,2008,0,0
Cibolo-Dry Comal,2008-11-19,2008,0,0
Cibolo-Dry Comal,2008-11-20,2008,0,0
Cibolo-Dry Comal,2008-11-21,2008,0,0
Cibolo-Dry Comal,2008-11-22,2008,0,0
Cibolo-Dry Comal,2008-11-23,2008,0,0
Cibolo-Dry Comal,2008-11-24,2008,0,0
Cibolo-Dry Comal,2008-11-25,2008,0,0
Cibolo-Dry Comal,2008-11-26,2008,0,0
Cibolo-Dry Comal,2008-11-27,2008,0,0
Cibolo-Dry Comal,2008-11-28,2008,0,0
Cibolo-Dry Comal,2008-11-29,2008,0.0026329255506673936,0.015748
Cibolo-Dry Comal,2008-11-30,2008,0.02422179546513563,0.161417
Cibolo-Dry Comal,2008-12-01,2008,0,0
Cibolo-Dry Comal,2008-12-02,2008,0,0
Cibolo-Dry Comal,2008-12-03,2008,0,0
Cibolo-Dry Comal,2008-12-04,2008,0,0
Cibolo-Dry Comal,2008-12-05,2008,0,0
Cibolo-Dry Comal,2008-12-06,2008,0,0
Cibolo-Dry Comal,2008-12-07,2008,0,0
Cibolo-Dry Comal,2008-12-08,2008,0,0
Cibolo-Dry Comal,2008-12-09,2008,0,0
Cibolo-Dry Comal,2008-12-10,2008,0.2227177073979713,0.318897
Cibolo-Dry Comal,2008-12-11,2008,0,0
Cibolo-Dry Comal,2008-12-12,2008,0,0
Cibolo-Dry Comal,2008-12-13,2008,0,0
Cibolo-Dry Comal,2008-12-14,2008,0,0
Cibolo-Dry Comal,2008-12-15,2008,2.6880654765715277e-4,0.011811
Cibolo-Dry Comal,2008-12-16,2008,0,0
Cibolo-Dry Comal,2008-12-17,2008,5.9149462208503736e-5,0.003937
Cibolo-Dry Comal,2008-12-18,2008,0.003468327307932095,0.011811
Cibolo-Dry Comal,2008-12-19,2008,0.0012167697820007178,0.031496
Cibolo-Dry Comal,2008-12-20,2008,3.853827927337804e-4,0.011811
Cibolo-Dry Comal,2008-12-21,2008,0,0
Cibolo-Dry Comal,2008-12-22,2008,2.830116862434598e-4,0.003937
Cibolo-Dry Comal,2008-12-23,2008,0.0014291829719363404,0.011811
Cibolo-Dry Comal,2008-12-24,2008,0.0034270057662837733,0.015748
Cibolo-Dry Comal,2008-12-25,2008,3.0606612063478566e-4,0.011811
Cibolo-Dry Comal,2008-12-26,2008,3.62024666919102e-4,0.019685
Cibolo-Dry Comal,2008-12-27,2008,0,0
Cibolo-Dry Comal,2008-12-28,2008,2.169548471743308e-4,0.10236200000000001
Cibolo-Dry Comal,2008-12-29,2008,0.008875743552981596,0.062992
Cibolo-Dry Comal,2008-12-30,2008,0,0
Cibolo-Dry Comal,2008-12-31,2008,0,0
Frio-Dry Frio,2008-01-01,2008,0,0
Frio-Dry Frio,2008-01-02,2008,0,0
Frio-Dry Frio,2008-01-03,2008,0,0
Frio-Dry Frio,2008-01-04,2008,0,0
Frio-Dry Frio,2008-01-05,2008,0,0
Frio-Dry Frio,2008-01-06,2008,0,0
Frio-Dry Frio,2008-01-07,2008,0,0
Frio-Dry Frio,2008-01-08,2008,0,0
Frio-Dry Frio,2008-01-09,2008,0,0
Frio-Dry Frio,2008-01-10,2008,0,0
Frio-Dry Frio,2008-01-11,2008,0,0
Frio-Dry Frio,2008-01-12,2008,0,0
Frio-Dry Frio,2008-01-13,2008,0,0
Frio-Dry Frio,2008-01-14,2008,0,0
Frio-Dry Frio,2008-01-15,2008,0.004461048869766411,0.055118
Frio-Dry Frio,2008-01-16,2008,0,0
Frio-Dry Frio,2008-01-17,2008,0,0
Frio-Dry Frio,2008-01-18,2008,2.2993370157849385e-4,0.015748
Frio-Dry Frio,2008-01-19,2008,6.880254282151312e-5,0.003937
Frio-Dry Frio,2008-01-20,2008,0,0
Frio-Dry Frio,2008-01-21,2008,0,0
Frio-Dry Frio,2008-01-22,2008,0.012936743051271193,0.035433000000000006
Frio-Dry Frio,2008-01-23,2008,0,0
Frio-Dry Frio,2008-01-24,2008,0.00885938440439202,0.059055
Frio-Dry Frio,2008-01-25,2008,0.0073080790407652205,0.062992
Frio-Dry Frio,2008-01-26,2008,0,0
Frio-Dry Frio,2008-01-27,2008,0,0
Frio-Dry Frio,2008-01-28,2008,0,0
Frio-Dry Frio,2008-01-29,2008,0,0
Frio-Dry Frio,2008-01-30,2008,0,0
Frio-Dry Frio,2008-01-31,2008,0.0013776900076529677,0.019685
Frio-Dry Frio,2008-02-01,2008,0,0
Frio-Dry Frio,2008-02-02,2008,0,0
Frio-Dry Frio,2008-02-03,2008,0,0
Frio-Dry Frio,2008-02-04,2008,4.973746333187923e-6,0.003937
Frio-Dry Frio,2008-02-05,2008,2.7059757775581267e-4,0.011811
Frio-Dry Frio,2008-02-06,2008,0,0
Frio-Dry Frio,2008-02-07,2008,0,0
Frio-Dry Frio,2008-02-08,2008,0,0
Frio-Dry Frio,2008-02-09,2008,0,0
Frio-Dry Frio,2008-02-10,2008,0,0
Frio-Dry Frio,2008-02-11,2008,0,0
Frio-Dry Frio,2008-02-12,2008,2.087541505884239e-5,0.011811
Frio-Dry Frio,2008-02-13,2008,0,0
Frio-Dry Frio,2008-02-14,2008,0,0
Frio-Dry Frio,2008-02-15,2008,0,0
Frio-Dry Frio,2008-02-16,2008,1.3838825752586782e-4,0.011811
Frio-Dry Frio,2008-02-17,2008,0.03414669854279003,0.23228300000000002
Frio-Dry Frio,2008-02-18,2008,0,0
Frio-Dry Frio,2008-02-19,2008,0,0
Frio-Dry Frio,2008-02-20,2008,0,0
Frio-Dry Frio,2008-02-21,2008,0,0
Frio-Dry Frio,2008-02-22,2008,0,0
Frio-Dry Frio,2008-02-23,2008,0,0
Frio-Dry Frio,2008-02-24,2008,0,0
Frio-Dry Frio,2008-02-25,2008,0,0
Frio-Dry Frio,2008-02-26,2008,0,0
Frio-Dry Frio,2008-02-27,2008,0,0
Frio-Dry Frio,2008-02-28,2008,0,0
Frio-Dry Frio,2008-02-29,2008,0,0
Frio-Dry Frio,2008-03-01,2008,NA,NA
Frio-Dry Frio,2008-03-02,2008,0,0
Frio-Dry Frio,2008-03-03,2008,0.019521218281943357,0.137795
Frio-Dry Frio,2008-03-04,2008,0,0
Frio-Dry Frio,2008-03-05,2008,0,0
Frio-Dry Frio,2008-03-06,2008,0,0
Frio-Dry Frio,2008-03-07,2008,0.023443672996720122,0.295275
Frio-Dry Frio,2008-03-08,2008,0,0
Frio-Dry Frio,2008-03-09,2008,NA,NA
Frio-Dry Frio,2008-03-10,2008,0.15778803051501397,0.7244079999999999
Frio-Dry Frio,2008-03-11,2008,0.38808307414687804,0.9881870000000001
Frio-Dry Frio,2008-03-12,2008,0,0
Frio-Dry Frio,2008-03-13,2008,0,0
Frio-Dry Frio,2008-03-14,2008,0,0
Frio-Dry Frio,2008-03-15,2008,0,0
Frio-Dry Frio,2008-03-16,2008,0,0
Frio-Dry Frio,2008-03-17,2008,NA,NA
Frio-Dry Frio,2008-03-18,2008,0.23302201929338387,1.078738
Frio-Dry Frio,2008-03-19,2008,0.26897642445089526,0.9251950000000001
Frio-Dry Frio,2008-03-20,2008,0,0
Frio-Dry Frio,2008-03-21,2008,0,0
Frio-Dry Frio,2008-03-22,2008,0,0
Frio-Dry Frio,2008-03-23,2008,0,0
Frio-Dry Frio,2008-03-24,2008,0.03188492146583202,0.07874
Frio-Dry Frio,2008-03-25,2008,0,0
Frio-Dry Frio,2008-03-26,2008,0,0
Frio-Dry Frio,2008-03-27,2008,0,0
Frio-Dry Frio,2008-03-28,2008,0,0
Frio-Dry Frio,2008-03-29,2008,0,0
Frio-Dry Frio,2008-03-30,2008,0.002847337631696923,0.035433000000000006
Frio-Dry Frio,2008-03-31,2008,0.0018409385732308888,0.019685
Frio-Dry Frio,2008-04-01,2008,1.0854150629603396e-4,0.011811
Frio-Dry Frio,2008-04-02,2008,0.009935194028595986,0.12204700000000002
Frio-Dry Frio,2008-04-03,2008,0,0
Frio-Dry Frio,2008-04-04,2008,0.12336502786622154,1.114171
Frio-Dry Frio,2008-04-05,2008,5.099953126277787e-5,0.003937
Frio-Dry Frio,2008-04-06,2008,0,0
Frio-Dry Frio,2008-04-07,2008,0,0
Frio-Dry Frio,2008-04-08,2008,0,0
Frio-Dry Frio,2008-04-09,2008,0,0
Frio-Dry Frio,2008-04-10,2008,0.0669182768305781,0.228346
Frio-Dry Frio,2008-04-11,2008,0,0
Frio-Dry Frio,2008-04-12,2008,0,0
Frio-Dry Frio,2008-04-13,2008,0,0
Frio-Dry Frio,2008-04-14,2008,0,0
Frio-Dry Frio,2008-04-15,2008,0,0
Frio-Dry Frio,2008-04-16,2008,0,0
Frio-Dry Frio,2008-04-17,2008,0,0
Frio-Dry Frio,2008-04-18,2008,0.4554080039600144,0.901573
Frio-Dry Frio,2008-04-19,2008,0,0
Frio-Dry Frio,2008-04-20,2008,0,0
Frio-Dry Frio,2008-04-21,2008,0,0
Frio-Dry Frio,2008-04-22,2008,0.0017603458350743827,0.031496
Frio-Dry Frio,2008-04-23,2008,0.003172625972624418,0.035433000000000006
Frio-Dry Frio,2008-04-24,2008,0.0014512162438882737,0.023622
Frio-Dry Frio,2008-04-25,2008,0,0
Frio-Dry Frio,2008-04-26,2008,0.18546901833117402,1.114171
Frio-Dry Frio,2008-04-27,2008,0.00399979333117177,0.019685
Frio-Dry Frio,2008-04-28,2008,0.022332420040776308,0.129921
Frio-Dry Frio,2008-04-29,2008,0,0
Frio-Dry Frio,2008-04-30,2008,0,0
Frio-Dry Frio,2008-05-01,2008,0.0027187411356617676,0.031496
Frio-Dry Frio,2008-05-02,2008,0,0
Frio-Dry Frio,2008-05-03,2008,3.563266445806556e-4,0.011811
Frio-Dry Frio,2008-05-04,2008,0,0
Frio-Dry Frio,2008-05-05,2008,0.012785150677512666,0.15748
Frio-Dry Frio,2008-05-06,2008,0.01058337656968256,0.10236200000000001
Frio-Dry Frio,2008-05-07,2008,2.261707320632974e-4,0.023622
Frio-Dry Frio,2008-05-08,2008,0,0
Frio-Dry Frio,2008-05-09,2008,0,0
Frio-Dry Frio,2008-05-10,2008,0,0
Frio-Dry Frio,2008-05-11,2008,0,0
Frio-Dry Frio,2008-05-12,2008,0,0
Frio-Dry Frio,2008-05-13,2008,0.012595257997360618,0.17716500000000002
Frio-Dry Frio,2008-05-14,2008,1.0232466558755873,2.1496020000000002
Frio-Dry Frio,2008-05-15,2008,0.23802296863468556,1.125982
Frio-Dry Frio,2008-05-16,2008,0.3716799719367682,0.6220460000000001
Frio-Dry Frio,2008-05-17,2008,0.010372037966282596,0.043307000000000005
Frio-Dry Frio,2008-05-18,2008,0.05053145255569587,0.38582600000000006
Frio-Dry Frio,2008-05-19,2008,0,0
Frio-Dry Frio,2008-05-20,2008,0,0
Frio-Dry Frio,2008-05-21,2008,8.989135195298811e-5,0.003937
Frio-Dry Frio,2008-05-22,2008,0.002995656914417538,0.665353
Frio-Dry Frio,2008-05-23,2008,0,0
Frio-Dry Frio,2008-05-24,2008,0,0
Frio-Dry Frio,2008-05-25,2008,0,0
Frio-Dry Frio,2008-05-26,2008,0,0
Frio-Dry Frio,2008-05-27,2008,0,0
Frio-Dry Frio,2008-05-28,2008,0,0
Frio-Dry Frio,2008-05-29,2008,0,0
Frio-Dry Frio,2008-05-30,2008,0,0
Frio-Dry Frio,2008-05-31,2008,0,0
Frio-Dry Frio,2008-06-01,2008,0,0
Frio-Dry Frio,2008-06-02,2008,0,0
Frio-Dry Frio,2008-06-03,2008,0,0
Frio-Dry Frio,2008-06-04,2008,0,0
Frio-Dry Frio,2008-06-05,2008,0,0
Frio-Dry Frio,2008-06-06,2008,0,0
Frio-Dry Frio,2008-06-07,2008,0,0
Frio-Dry Frio,2008-06-08,2008,0,0
Frio-Dry Frio,2008-06-09,2008,0.0035775348042830124,0.062992
Frio-Dry Frio,2008-06-10,2008,0,0
Frio-Dry Frio,2008-06-11,2008,0,0
Frio-Dry Frio,2008-06-12,2008,0,0
Frio-Dry Frio,2008-06-13,2008,0,0
Frio-Dry Frio,2008-06-14,2008,0,0
Frio-Dry Frio,2008-06-15,2008,0,0
Frio-Dry Frio,2008-06-16,2008,0,0
Frio-Dry Frio,2008-06-17,2008,0,0
Frio-Dry Frio,2008-06-18,2008,0.12164794929237914,0.645668
Frio-Dry Frio,2008-06-19,2008,0.01133958357055154,0.031496
Frio-Dry Frio,2008-06-20,2008,0.30060717717252977,1.204722
Frio-Dry Frio,2008-06-21,2008,0.21454224274254777,0.649605
Frio-Dry Frio,2008-06-22,2008,0.07035878587544608,0.594487
Frio-Dry Frio,2008-06-23,2008,0.025630152388890264,0.35433000000000003
Frio-Dry Frio,2008-06-24,2008,0,0
Frio-Dry Frio,2008-06-25,2008,0,0
Frio-Dry Frio,2008-06-26,2008,0,0
Frio-Dry Frio,2008-06-27,2008,0,0
